,total_rate,longitude,latitude,zone,in_poly,cell,rate_2.5
63,0.00012238281820391012,5.475,45.77499999999999,26.0,False,8012,7.422079901267704e-05
64,0.00012237831505824498,5.475,45.824999999999996,26.0,False,8376,7.421806801600414e-05
65,0.00012237380809279377,5.475,45.87499999999999,26.0,False,8558,7.421533470276768e-05
66,0.00012236929731098884,5.475,45.925,26.0,False,8922,7.421259907504928e-05
67,0.0001223647827162652,5.475,45.974999999999994,26.0,False,9104,7.420986113493217e-05
68,0.00012236026431206097,5.475,46.02499999999999,26.0,False,9286,7.42071208845014e-05
69,0.00012235574210181716,5.475,46.074999999999996,26.0,False,9650,7.420437832584386e-05
70,0.00012235121608897758,5.475,46.12499999999999,26.0,False,9832,7.420163346104809e-05
71,0.00012234668627698892,5.475,46.175,26.0,False,10196,7.419888629220438e-05
72,0.00012234215266930092,5.475,46.224999999999994,26.0,False,10378,7.419613682140488e-05
73,0.00012233761526936617,5.475,46.27499999999999,26.0,False,10560,7.419338505074343e-05
74,0.00012233307408063997,5.475,46.324999999999996,26.0,False,10924,7.41906309823156e-05
75,0.00012232852910658076,5.475,46.37499999999999,26.0,False,11106,7.418787461821876e-05
76,0.00012232398035064965,5.475,46.425,26.0,False,11470,7.418511596055197e-05
77,5.031621881129205e-05,5.475,46.474999999999994,25.0,False,11652,3.0514985831168495e-05
78,5.031166250201224e-05,5.475,46.52499999999999,25.0,False,11834,3.0512222592666072e-05
79,5.0307102421261405e-05,5.475,46.574999999999996,25.0,False,12198,3.0509457066901456e-05
80,5.0302538572512245e-05,5.475,46.62499999999999,25.0,False,12380,3.0506689255980713e-05
81,5.0297970959240354e-05,5.475,46.675,25.0,False,12744,3.0503919162011676e-05
82,5.029339958492414e-05,5.475,46.724999999999994,25.0,False,12926,3.0501146787103866e-05
83,5.028882445304487e-05,5.475,46.77499999999999,25.0,False,13108,3.0498372133368556e-05
84,5.028424556708674e-05,5.475,46.824999999999996,25.0,False,13472,3.0495595202918773e-05
85,5.027966293053681e-05,5.475,46.87499999999999,25.0,False,13654,3.0492815997869303e-05
86,5.02750765468849e-05,5.475,46.925,25.0,False,14018,3.04900345203366e-05
87,5.0270486419623755e-05,5.475,46.974999999999994,25.0,False,14200,3.048725077243888e-05
88,0.00021981175297617182,5.525,45.02499999999999,24.0,False,4192,0.0001333079608535066
89,0.00021979911881362364,5.525,45.074999999999996,24.0,False,4556,0.00013330029868611297
90,0.00021978647364972708,5.525,45.12499999999999,24.0,False,4738,0.00013329262984679532
91,0.00021977381749411202,5.525,45.175,24.0,False,5102,0.00013328495434139376
92,0.0001192198195875292,5.525,45.37499999999999,26.0,False,6012,7.230255355935994e-05
93,0.00011921817667821182,5.525,45.425,26.0,False,6376,7.230155719366066e-05
94,0.00011921653235569133,5.525,45.474999999999994,26.0,False,6558,7.230055997090425e-05
95,0.00011921488662121986,5.525,45.52499999999999,26.0,False,6740,7.229956189185011e-05
96,0.00011921323947605067,5.525,45.574999999999996,26.0,False,7104,7.22985629572583e-05
97,0.00011921159092143819,5.525,45.62499999999999,26.0,False,7286,7.229756316788958e-05
98,0.00011920994095863786,5.525,45.675,26.0,False,7650,7.229656252450534e-05
99,0.0001223873175263599,5.525,45.724999999999994,26.0,False,7832,7.422352769070668e-05
100,0.00012238281820391012,5.525,45.77499999999999,26.0,False,8014,7.422079901267704e-05
101,0.00012237831505824498,5.525,45.824999999999996,26.0,False,8378,7.421806801600414e-05
102,0.00012237380809279377,5.525,45.87499999999999,26.0,False,8560,7.421533470276768e-05
103,0.00012236929731098884,5.525,45.925,26.0,False,8924,7.421259907504928e-05
104,0.0001223647827162652,5.525,45.974999999999994,26.0,False,9106,7.420986113493217e-05
105,0.00012236026431206097,5.525,46.02499999999999,26.0,False,9288,7.42071208845014e-05
106,0.00012235574210181716,5.525,46.074999999999996,26.0,False,9652,7.420437832584386e-05
107,0.00012235121608897758,5.525,46.12499999999999,26.0,False,9834,7.420163346104809e-05
108,0.00012234668627698892,5.525,46.175,26.0,False,10198,7.419888629220438e-05
109,0.00012234215266930092,5.525,46.224999999999994,26.0,False,10380,7.419613682140488e-05
110,0.00012233761526936617,5.525,46.27499999999999,26.0,False,10562,7.419338505074343e-05
111,0.00012233307408063997,5.525,46.324999999999996,26.0,False,10926,7.41906309823156e-05
112,0.00012232852910658076,5.525,46.37499999999999,26.0,False,11108,7.418787461821876e-05
113,0.00012232398035064965,5.525,46.425,26.0,False,11472,7.418511596055197e-05
114,0.00012231942781631072,5.525,46.474999999999994,26.0,False,11654,7.418235501141609e-05
115,5.031166250201224e-05,5.525,46.52499999999999,25.0,False,11836,3.0512222592666072e-05
116,5.0307102421261405e-05,5.525,46.574999999999996,25.0,False,12200,3.0509457066901456e-05
117,5.0302538572512245e-05,5.525,46.62499999999999,25.0,False,12382,3.0506689255980713e-05
118,5.0297970959240354e-05,5.525,46.675,25.0,False,12746,3.0503919162011676e-05
119,5.029339958492414e-05,5.525,46.724999999999994,25.0,False,12928,3.0501146787103866e-05
120,5.028882445304487e-05,5.525,46.77499999999999,25.0,False,13110,3.0498372133368556e-05
121,5.028424556708674e-05,5.525,46.824999999999996,25.0,False,13474,3.0495595202918773e-05
122,5.027966293053681e-05,5.525,46.87499999999999,25.0,False,13656,3.0492815997869303e-05
123,5.02750765468849e-05,5.525,46.925,25.0,False,14020,3.04900345203366e-05
124,5.0270486419623755e-05,5.525,46.974999999999994,25.0,False,14202,3.048725077243888e-05
125,5.074445574223269e-05,5.525,47.02499999999999,25.0,False,14384,3.07746962026701e-05
126,5.073940971595539e-05,5.525,47.074999999999996,25.0,False,14748,3.0771635968336255e-05
127,5.073435959245893e-05,5.525,47.12499999999999,25.0,False,14930,3.0768573249185636e-05
128,5.072930537558923e-05,5.525,47.175,25.0,False,15294,3.076550804755066e-05
129,0.00021982437612775,5.575,44.974999999999994,24.0,False,4011,0.000133315616343141
130,0.00021981175297617182,5.575,45.02499999999999,24.0,False,4193,0.0001333079608535066
131,0.00021979911881362364,5.575,45.074999999999996,24.0,False,4557,0.00013330029868611297
132,0.00021978647364972708,5.575,45.12499999999999,24.0,False,4739,0.00013329262984679532
133,0.00021977381749411202,5.575,45.175,24.0,False,5103,0.00013328495434139376
134,0.00021976115035641646,5.575,45.224999999999994,24.0,False,5285,0.00013327727217575348
135,0.00013175794054642848,5.575,45.27499999999999,26.0,False,5467,7.990647516653016e-05
136,0.00013174525147352032,5.575,45.324999999999996,26.0,False,5831,7.989877969796852e-05
137,0.0001317325514474965,5.575,45.37499999999999,26.0,False,6013,7.989107758673425e-05
138,0.00011921817667821182,5.575,45.425,26.0,False,6377,7.230155719366066e-05
139,0.00011921653235569133,5.575,45.474999999999994,26.0,False,6559,7.230055997090425e-05
140,0.00011921488662121986,5.575,45.52499999999999,26.0,False,6741,7.229956189185011e-05
141,0.00011921323947605067,5.575,45.574999999999996,26.0,False,7105,7.22985629572583e-05
142,0.00011921159092143819,5.575,45.62499999999999,26.0,False,7287,7.229756316788958e-05
143,0.00012239181302216775,5.575,45.675,26.0,False,7651,7.422625404801496e-05
144,0.0001223873175263599,5.575,45.724999999999994,26.0,False,7833,7.422352769070668e-05
145,0.00012238281820391012,5.575,45.77499999999999,26.0,False,8015,7.422079901267704e-05
146,0.00012237831505824498,5.575,45.824999999999996,26.0,False,8379,7.421806801600414e-05
147,0.00012237380809279377,5.575,45.87499999999999,26.0,False,8561,7.421533470276768e-05
148,0.00012236929731098884,5.575,45.925,26.0,False,8925,7.421259907504928e-05
149,0.0001223647827162652,5.575,45.974999999999994,26.0,False,9107,7.420986113493217e-05
150,0.00012236026431206097,5.575,46.02499999999999,26.0,False,9289,7.42071208845014e-05
151,0.00012235574210181716,5.575,46.074999999999996,26.0,False,9653,7.420437832584386e-05
152,0.00012235121608897758,5.575,46.12499999999999,26.0,False,9835,7.420163346104809e-05
153,0.00012234668627698892,5.575,46.175,26.0,False,10199,7.419888629220438e-05
154,0.00012234215266930092,5.575,46.224999999999994,26.0,False,10381,7.419613682140488e-05
155,0.00012233761526936617,5.575,46.27499999999999,26.0,False,10563,7.419338505074343e-05
156,0.00012233307408063997,5.575,46.324999999999996,26.0,False,10927,7.41906309823156e-05
157,0.00012232852910658076,5.575,46.37499999999999,26.0,False,11109,7.418787461821876e-05
158,0.00012232398035064965,5.575,46.425,26.0,False,11473,7.418511596055197e-05
159,0.00012231942781631072,5.575,46.474999999999994,26.0,False,11655,7.418235501141609e-05
160,0.0001223148715070309,5.575,46.52499999999999,26.0,False,11837,7.417959177291365e-05
161,5.0307102421261405e-05,5.575,46.574999999999996,25.0,False,12201,3.0509457066901456e-05
162,5.0302538572512245e-05,5.575,46.62499999999999,25.0,False,12383,3.0506689255980713e-05
163,5.0297970959240354e-05,5.575,46.675,25.0,False,12747,3.0503919162011676e-05
164,5.029339958492414e-05,5.575,46.724999999999994,25.0,False,12929,3.0501146787103866e-05
165,5.028882445304487e-05,5.575,46.77499999999999,25.0,False,13111,3.0498372133368556e-05
166,5.028424556708674e-05,5.575,46.824999999999996,25.0,False,13475,3.0495595202918773e-05
167,5.027966293053681e-05,5.575,46.87499999999999,25.0,False,13657,3.0492815997869303e-05
168,5.02750765468849e-05,5.575,46.925,25.0,False,14021,3.04900345203366e-05
169,5.0270486419623755e-05,5.575,46.974999999999994,25.0,False,14203,3.048725077243888e-05
170,5.026589255224897e-05,5.575,47.02499999999999,25.0,False,14385,3.0484464756296102e-05
171,5.073940971595539e-05,5.575,47.074999999999996,25.0,False,14749,3.0771635968336255e-05
172,5.073435959245893e-05,5.575,47.12499999999999,25.0,False,14931,3.0768573249185636e-05
173,5.072930537558923e-05,5.575,47.175,25.0,False,15295,3.076550804755066e-05
174,5.072424706919531e-05,5.575,47.224999999999994,25.0,False,15477,3.0762440365765596e-05
175,5.0719184677129234e-05,5.575,47.275,25.0,False,15841,3.0759370206166613e-05
176,0.00021982437612775,5.625,44.974999999999994,24.0,False,4012,0.000133315616343141
177,0.00021981175297617182,5.625,45.02499999999999,24.0,False,4194,0.0001333079608535066
178,0.00021979911881362364,5.625,45.074999999999996,24.0,False,4558,0.00013330029868611297
179,0.00021978647364972708,5.625,45.12499999999999,24.0,False,4740,0.00013329262984679532
180,0.00021977381749411202,5.625,45.175,24.0,False,5104,0.00013328495434139376
181,0.00021976115035641646,5.625,45.224999999999994,24.0,False,5286,0.00013327727217575348
182,0.0002197484722462871,5.625,45.27499999999999,24.0,False,5468,0.00013326958335572482
183,0.00021973578317337883,5.625,45.324999999999996,24.0,False,5832,0.0001332618878871631
184,0.0001317325514474965,5.625,45.37499999999999,26.0,False,6014,7.989107758673425e-05
185,0.00013171984047802865,5.625,45.425,26.0,False,6378,7.988336883869286e-05
186,0.00013170711857479677,5.625,45.474999999999994,26.0,False,6560,7.987565345971492e-05
187,0.0001316943857474892,5.625,45.52499999999999,26.0,False,6742,7.986793145567606e-05
188,0.00013168164200580242,5.625,45.574999999999996,26.0,False,7106,7.986020283245684e-05
189,0.00013166888735944145,5.625,45.62499999999999,26.0,False,7288,7.985246759594301e-05
190,0.00012239181302216775,5.625,45.675,26.0,False,7652,7.422625404801496e-05
191,0.0001223873175263599,5.625,45.724999999999994,26.0,False,7834,7.422352769070668e-05
192,0.00012238281820391012,5.625,45.77499999999999,26.0,False,8016,7.422079901267704e-05
193,0.00012237831505824498,5.625,45.824999999999996,26.0,False,8380,7.421806801600414e-05
194,0.00012237380809279377,5.625,45.87499999999999,26.0,False,8562,7.421533470276768e-05
195,0.00012236929731098884,5.625,45.925,26.0,False,8926,7.421259907504928e-05
196,0.0001223647827162652,5.625,45.974999999999994,26.0,False,9108,7.420986113493217e-05
197,0.00012236026431206097,5.625,46.02499999999999,26.0,False,9290,7.42071208845014e-05
198,0.00012235574210181716,5.625,46.074999999999996,26.0,False,9654,7.420437832584386e-05
199,0.00012235121608897758,5.625,46.12499999999999,26.0,False,9836,7.420163346104809e-05
200,0.00012234668627698892,5.625,46.175,26.0,False,10200,7.419888629220438e-05
201,0.00012234215266930092,5.625,46.224999999999994,26.0,False,10382,7.419613682140488e-05
202,0.00012233761526936617,5.625,46.27499999999999,26.0,False,10564,7.419338505074343e-05
203,0.00012233307408063997,5.625,46.324999999999996,26.0,False,10928,7.41906309823156e-05
204,0.00012232852910658076,5.625,46.37499999999999,26.0,False,11110,7.418787461821876e-05
205,0.00012232398035064965,5.625,46.425,26.0,False,11474,7.418511596055197e-05
206,0.00012231942781631072,5.625,46.474999999999994,26.0,False,11656,7.418235501141609e-05
207,0.0001223148715070309,5.625,46.52499999999999,26.0,False,11838,7.417959177291365e-05
208,0.00012231031142628007,5.625,46.574999999999996,26.0,False,12202,7.417682624714904e-05
209,5.0302538572512245e-05,5.625,46.62499999999999,25.0,False,12384,3.0506689255980713e-05
210,5.0297970959240354e-05,5.625,46.675,25.0,False,12748,3.0503919162011676e-05
211,5.029339958492414e-05,5.625,46.724999999999994,25.0,False,12930,3.0501146787103866e-05
212,5.028882445304487e-05,5.625,46.77499999999999,25.0,False,13112,3.0498372133368556e-05
213,5.028424556708674e-05,5.625,46.824999999999996,25.0,False,13476,3.0495595202918773e-05
214,5.027966293053681e-05,5.625,46.87499999999999,25.0,False,13658,3.0492815997869303e-05
215,5.02750765468849e-05,5.625,46.925,25.0,False,14022,3.04900345203366e-05
216,5.0270486419623755e-05,5.625,46.974999999999994,25.0,False,14204,3.048725077243888e-05
217,5.026589255224897e-05,5.625,47.02499999999999,25.0,False,14386,3.0484464756296102e-05
218,5.073940971595539e-05,5.625,47.074999999999996,25.0,False,14750,3.0771635968336255e-05
219,5.073435959245893e-05,5.625,47.12499999999999,25.0,False,14932,3.0768573249185636e-05
220,5.072930537558923e-05,5.625,47.175,25.0,False,15296,3.076550804755066e-05
221,5.072424706919531e-05,5.625,47.224999999999994,25.0,False,15478,3.0762440365765596e-05
222,5.0719184677129234e-05,5.625,47.275,25.0,False,15842,3.0759370206166613e-05
223,0.00021896957597862047,5.675000000000001,44.925,24.0,False,3832,0.00013279721064701755
224,0.00021982437612775,5.675000000000001,44.974999999999994,24.0,False,4014,0.000133315616343141
225,0.00021981175297617182,5.675000000000001,45.02499999999999,24.0,False,4196,0.0001333079608535066
226,0.00021979911881362364,5.675000000000001,45.074999999999996,24.0,False,4560,0.00013330029868611297
227,0.00021978647364972708,5.675000000000001,45.12499999999999,24.0,False,4742,0.00013329262984679532
228,0.00021977381749411202,5.675000000000001,45.175,24.0,False,5106,0.00013328495434139376
229,0.00021976115035641646,5.675000000000001,45.224999999999994,24.0,False,5288,0.00013327727217575348
230,0.0002197484722462871,5.675000000000001,45.27499999999999,24.0,False,5470,0.00013326958335572482
231,0.00021973578317337883,5.675000000000001,45.324999999999996,24.0,False,5834,0.0001332618878871631
232,0.00021972308314735492,5.675000000000001,45.37499999999999,24.0,False,6016,0.0001332541857759288
233,0.00013171984047802865,5.675000000000001,45.425,26.0,False,6380,7.988336883869286e-05
234,0.00013170711857479677,5.675000000000001,45.474999999999994,26.0,False,6562,7.987565345971492e-05
235,0.0001316943857474892,5.675000000000001,45.52499999999999,26.0,False,6744,7.986793145567606e-05
236,0.00013168164200580242,5.675000000000001,45.574999999999996,26.0,False,7108,7.986020283245684e-05
237,0.00013166888735944145,5.675000000000001,45.62499999999999,26.0,False,7290,7.985246759594301e-05
238,0.0001316561218181195,5.675000000000001,45.675,26.0,False,7654,7.98447257520253e-05
239,0.0001223873175263599,5.675000000000001,45.724999999999994,26.0,False,7836,7.422352769070668e-05
240,0.00012238281820391012,5.675000000000001,45.77499999999999,26.0,False,8018,7.422079901267704e-05
241,0.00012237831505824498,5.675000000000001,45.824999999999996,26.0,False,8382,7.421806801600414e-05
242,0.00012237380809279377,5.675000000000001,45.87499999999999,26.0,False,8564,7.421533470276768e-05
243,0.00012236929731098884,5.675000000000001,45.925,26.0,False,8928,7.421259907504928e-05
244,0.0001223647827162652,5.675000000000001,45.974999999999994,26.0,False,9110,7.420986113493217e-05
245,0.00012236026431206097,5.675000000000001,46.02499999999999,26.0,False,9292,7.42071208845014e-05
246,0.00012235574210181716,5.675000000000001,46.074999999999996,26.0,False,9656,7.420437832584386e-05
247,0.00012235121608897758,5.675000000000001,46.12499999999999,26.0,False,9838,7.420163346104809e-05
248,0.00012234668627698892,5.675000000000001,46.175,26.0,False,10202,7.419888629220438e-05
249,0.00012234215266930092,5.675000000000001,46.224999999999994,26.0,False,10384,7.419613682140488e-05
250,0.00012233761526936617,5.675000000000001,46.27499999999999,26.0,False,10566,7.419338505074343e-05
251,0.00012233307408063997,5.675000000000001,46.324999999999996,26.0,False,10930,7.41906309823156e-05
252,0.00012232852910658076,5.675000000000001,46.37499999999999,26.0,False,11112,7.418787461821876e-05
253,0.00012232398035064965,5.675000000000001,46.425,26.0,False,11476,7.418511596055197e-05
254,0.00012231942781631072,5.675000000000001,46.474999999999994,26.0,False,11658,7.418235501141609e-05
255,0.0001223148715070309,5.675000000000001,46.52499999999999,26.0,False,11840,7.417959177291365e-05
256,0.00012231031142628007,5.675000000000001,46.574999999999996,26.0,False,12204,7.417682624714904e-05
257,0.00012230574757753096,5.675000000000001,46.62499999999999,26.0,False,12386,7.417405843622833e-05
258,5.0297970959240354e-05,5.675000000000001,46.675,25.0,False,12750,3.0503919162011676e-05
259,5.029339958492414e-05,5.675000000000001,46.724999999999994,25.0,False,12932,3.0501146787103866e-05
260,5.028882445304487e-05,5.675000000000001,46.77499999999999,25.0,False,13114,3.0498372133368556e-05
261,5.028424556708674e-05,5.675000000000001,46.824999999999996,25.0,False,13478,3.0495595202918773e-05
262,5.027966293053681e-05,5.675000000000001,46.87499999999999,25.0,False,13660,3.0492815997869303e-05
263,5.02750765468849e-05,5.675000000000001,46.925,25.0,False,14024,3.04900345203366e-05
264,5.0270486419623755e-05,5.675000000000001,46.974999999999994,25.0,False,14206,3.048725077243888e-05
265,5.026589255224897e-05,5.675000000000001,47.02499999999999,25.0,False,14388,3.0484464756296102e-05
266,5.073940971595539e-05,5.675000000000001,47.074999999999996,25.0,False,14752,3.0771635968336255e-05
267,5.073435959245893e-05,5.675000000000001,47.12499999999999,25.0,False,14934,3.0768573249185636e-05
268,5.072930537558923e-05,5.675000000000001,47.175,25.0,False,15298,3.076550804755066e-05
269,5.072424706919531e-05,5.675000000000001,47.224999999999994,25.0,False,15480,3.0762440365765596e-05
270,5.0719184677129234e-05,5.675000000000001,47.275,25.0,False,15844,3.0759370206166613e-05
271,5.07141182032463e-05,5.675000000000001,47.324999999999996,25.0,False,16026,3.07562975710918e-05
272,0.00021896957597862047,5.725,44.925,24.0,False,3834,0.00013279721064701755
273,0.00021895771915870143,5.725,44.974999999999994,24.0,False,4016,0.00013279001991010648
274,0.00021981175297617182,5.725,45.02499999999999,24.0,False,4198,0.0001333079608535066
275,0.00021979911881362364,5.725,45.074999999999996,24.0,False,4562,0.00013330029868611297
276,0.00021978647364972708,5.725,45.12499999999999,24.0,False,4744,0.00013329262984679532
277,0.00021977381749411202,5.725,45.175,24.0,False,5108,0.00013328495434139376
278,0.00021976115035641646,5.725,45.224999999999994,24.0,False,5290,0.00013327727217575348
279,0.0002197484722462871,5.725,45.27499999999999,24.0,False,5472,0.00013326958335572482
280,0.00021973578317337883,5.725,45.324999999999996,24.0,False,5836,0.0001332618878871631
281,0.00021972308314735492,5.725,45.37499999999999,24.0,False,6018,0.0001332541857759288
282,0.0002197103721778872,5.725,45.425,24.0,False,6382,0.00013324647702788746
283,0.00013170711857479677,5.725,45.474999999999994,26.0,False,6564,7.987565345971492e-05
284,0.0001316943857474892,5.725,45.52499999999999,26.0,False,6746,7.986793145567606e-05
285,0.00013168164200580242,5.725,45.574999999999996,26.0,False,7110,7.986020283245684e-05
286,0.00013166888735944145,5.725,45.62499999999999,26.0,False,7292,7.985246759594301e-05
287,0.0001316561218181195,5.725,45.675,26.0,False,7656,7.98447257520253e-05
288,0.000131643345391558,5.725,45.724999999999994,26.0,False,7838,7.983697730659939e-05
289,0.00012238281820391012,5.725,45.77499999999999,26.0,False,8020,7.422079901267704e-05
290,0.00012237831505824498,5.725,45.824999999999996,26.0,False,8384,7.421806801600414e-05
291,0.00012237380809279377,5.725,45.87499999999999,26.0,False,8566,7.421533470276768e-05
292,0.00012236929731098884,5.725,45.925,26.0,False,8930,7.421259907504928e-05
293,0.0001223647827162652,5.725,45.974999999999994,26.0,False,9112,7.420986113493217e-05
294,0.00012236026431206097,5.725,46.02499999999999,26.0,False,9294,7.42071208845014e-05
295,0.00012235574210181716,5.725,46.074999999999996,26.0,False,9658,7.420437832584386e-05
296,0.00012235121608897758,5.725,46.12499999999999,26.0,False,9840,7.420163346104809e-05
297,0.00012234668627698892,5.725,46.175,26.0,False,10204,7.419888629220438e-05
298,0.00012234215266930092,5.725,46.224999999999994,26.0,False,10386,7.419613682140488e-05
299,0.00012233761526936617,5.725,46.27499999999999,26.0,False,10568,7.419338505074343e-05
300,0.00012233307408063997,5.725,46.324999999999996,26.0,False,10932,7.41906309823156e-05
301,0.00012232852910658076,5.725,46.37499999999999,26.0,False,11114,7.418787461821876e-05
302,0.00012232398035064965,5.725,46.425,26.0,False,11478,7.418511596055197e-05
303,0.00012231942781631072,5.725,46.474999999999994,26.0,False,11660,7.418235501141609e-05
304,0.0001223148715070309,5.725,46.52499999999999,26.0,False,11842,7.417959177291365e-05
305,0.00012231031142628007,5.725,46.574999999999996,26.0,False,12206,7.417682624714904e-05
306,0.00012230574757753096,5.725,46.62499999999999,26.0,False,12388,7.417405843622833e-05
307,5.0297970959240354e-05,5.725,46.675,25.0,False,12752,3.0503919162011676e-05
308,5.029339958492414e-05,5.725,46.724999999999994,25.0,False,12934,3.0501146787103866e-05
309,5.028882445304487e-05,5.725,46.77499999999999,25.0,False,13116,3.0498372133368556e-05
310,5.028424556708674e-05,5.725,46.824999999999996,25.0,False,13480,3.0495595202918773e-05
311,5.027966293053681e-05,5.725,46.87499999999999,25.0,False,13662,3.0492815997869303e-05
312,5.02750765468849e-05,5.725,46.925,25.0,False,14026,3.04900345203366e-05
313,5.0270486419623755e-05,5.725,46.974999999999994,25.0,False,14208,3.048725077243888e-05
